,acquisitionYear,year,acquisition
27674,1856,1832,accepted
27675,1856,1832,accepted
27676,1856,1832,accepted
27677,1856,1832,accepted
27678,1856,1832,accepted
27679,1856,1832,accepted
27680,1856,1832,accepted
27681,1856,1832,accepted
27682,1856,1832,accepted
27683,1856,1832,accepted
27684,1856,1832,accepted
27685,1856,1832,accepted
27686,1856,1832,accepted
27687,1856,1832,accepted
27688,1856,1832,accepted
27689,1856,1832,accepted
27690,1856,1832,accepted
27691,1856,1832,accepted
27692,1856,1832,accepted
27693,1856,1832,accepted
27694,1856,1832,accepted
27695,1856,1832,accepted
27696,1856,1832,accepted
27697,1856,1832,accepted
27698,1856,1832,accepted
27699,1856,1832,accepted
27700,1856,1832,accepted
27701,1856,1832,accepted
27702,1856,1832,accepted
27703,1856,1832,accepted
27704,1856,1832,accepted
27705,1856,1832,accepted
27706,1856,1832,accepted
27707,1856,1832,accepted
27708,1856,1832,accepted
27709,1856,1832,accepted
27710,1856,1832,accepted
27711,1856,1832,accepted
27712,1856,1832,accepted
27713,1856,1832,accepted
27714,1856,1832,accepted
27715,1856,1832,accepted
27716,1856,1832,accepted
27717,1856,1832,accepted
27718,1856,1832,accepted
27719,1856,1832,accepted
27720,1856,1832,accepted
27721,1856,1832,accepted
27722,1856,1832,accepted
27723,1856,1832,accepted
27724,1856,1832,accepted
27725,1856,1832,accepted
27726,1856,1832,accepted
27727,1856,1832,accepted
27728,1856,1830,accepted
27729,1856,1832,accepted
27730,1856,1832,accepted
27731,1856,1832,accepted
27732,1856,1832,accepted
27733,1856,1832,accepted
27734,1856,1832,accepted
27735,1856,1832,accepted
27736,1856,1832,accepted
27737,1856,1832,accepted
27738,1856,1832,accepted
27739,1856,1832,accepted
27740,1856,1832,accepted
27741,1856,1832,accepted
27742,1856,1832,accepted
27743,1856,1832,accepted
27744,1856,1832,accepted
27745,1856,1832,accepted
27746,1856,1832,accepted
27747,1856,1832,accepted
27748,1856,1832,accepted
27749,1856,1832,accepted
27750,1856,1832,accepted
27751,1856,1832,accepted
27752,1856,1832,accepted
27753,1856,1832,accepted
27754,1856,1832,accepted
27755,1856,1832,accepted
27756,1856,1832,accepted
27757,1856,1832,accepted
27758,1856,1832,accepted
27759,1856,1832,accepted
27760,1856,1832,accepted
27761,1856,1832,accepted
27762,1856,1832,accepted
27763,1856,1832,accepted
27764,1856,1832,accepted
27765,1856,1832,accepted
27766,1856,1832,accepted
27767,1856,1832,accepted
27768,1856,1832,accepted
27769,1856,1832,accepted
27770,1856,1832,accepted
27771,1856,1832,accepted
27772,1856,1832,accepted
27773,1856,1832,accepted
27774,1856,1832,accepted
27775,1856,1832,accepted
27776,1856,1832,accepted
27777,1856,1832,accepted
27778,1856,1832,accepted
27779,1856,1832,accepted
27780,1856,1832,accepted
27781,1856,1832,accepted
27782,1856,1832,accepted
27783,1856,1832,accepted
27784,1856,1832,accepted
27785,1856,1832,accepted
27786,1856,1832,accepted
27787,1856,1832,accepted
27788,1856,1832,accepted
27789,1856,1832,accepted
27790,1856,1832,accepted
27791,1856,1832,accepted
27792,1856,1832,accepted
27793,1856,1832,accepted
27794,1856,1832,accepted
27795,1856,1832,accepted
27796,1856,1832,accepted
27797,1856,1832,accepted
27798,1856,1832,accepted
27799,1856,1832,accepted
27800,1856,1832,accepted
27801,1856,1832,accepted
27802,1856,1832,accepted
27803,1856,1832,accepted
27804,1856,1832,accepted
27805,1856,1832,accepted
27806,1856,1832,accepted
27807,1856,1832,accepted
27808,1856,1832,accepted
27809,1856,1832,accepted
27810,1856,1832,accepted
27811,1856,1832,accepted
27812,1856,1832,accepted
27813,1856,1832,accepted
27814,1856,1832,accepted
27815,1856,1832,accepted
27816,1856,1832,accepted
27817,1856,1832,accepted
27818,1856,1832,accepted
27819,1856,1832,accepted
27820,1856,1832,accepted
27821,1856,1832,accepted
27822,1856,1832,accepted
27823,1856,1832,accepted
27824,1856,1832,accepted
27825,1856,1832,accepted
27826,1856,1832,accepted
27827,1856,1832,accepted
27828,1856,1832,accepted
27829,1856,1832,accepted
27830,1856,1832,accepted
27831,1856,1832,accepted
27832,1856,1832,accepted
27833,1856,1832,accepted
27834,1856,1832,accepted
27835,1856,1832,accepted
27836,1856,1832,accepted
27837,1856,1832,accepted
27838,1856,1832,accepted
27839,1856,1832,accepted
27840,1856,1832,accepted
27841,1856,1832,accepted
27842,1856,1832,accepted
27843,1856,1832,accepted
27844,1856,1832,accepted
27845,1856,1832,accepted
27846,1856,1832,accepted
27847,1856,1832,accepted
27848,1856,1832,accepted
27849,1856,1832,accepted
27850,1856,1832,accepted
27851,1856,1832,accepted
27852,1856,1832,accepted
27853,1856,1832,accepted
27854,1856,1832,accepted
27855,1856,1832,accepted
27856,1856,1832,accepted
27857,1856,1832,accepted
27858,1856,1832,accepted
27859,1856,1832,accepted
27860,1856,1832,accepted
27861,1856,1832,accepted
27862,1856,1832,accepted
27863,1856,1832,accepted
27864,1856,1832,accepted
27865,1856,1832,accepted
27866,1856,1832,accepted
27867,1856,1832,accepted
27868,1856,1832,accepted
27869,1856,1832,accepted
27870,1856,1832,accepted
27871,1856,1832,accepted
27872,1856,1832,accepted
27873,1856,1832,accepted
27874,1856,1832,accepted
27875,1856,1832,accepted
27876,1856,1832,accepted
27877,1856,1832,accepted
27878,1856,1832,accepted
27879,1856,1832,accepted
27880,1856,1832,accepted
27881,1856,1832,accepted
27882,1856,1832,accepted
27883,1856,1832,accepted
27884,1856,1832,accepted
27885,1856,1832,accepted
27886,1856,1832,accepted
27887,1856,1826,accepted
27888,1856,1826,accepted
27889,1856,1835,accepted
27890,1856,1835,accepted
27891,1856,1835,accepted
27892,1856,1826,accepted
27893,1856,1835,accepted
27894,1856,1826,accepted
27895,1856,1826,accepted
27896,1856,1830,accepted
27897,1856,1835,accepted
27898,1856,1830,accepted
27899,1856,1826,accepted
27900,1856,1826,accepted
27901,1856,1830,accepted
27902,1856,1830,accepted
27903,1856,1830,accepted
27904,1856,1830,accepted
27905,1856,1830,accepted
27906,1856,1830,accepted
27907,1856,1826,accepted
27908,1856,1826,accepted
27909,1856,1839,accepted
27910,1856,1842,accepted
27911,1856,1839,accepted
27912,1856,1826,accepted
27913,1856,1826,accepted
27914,1856,1826,accepted
27915,1856,1840,accepted
27916,1856,1826,accepted
27917,1856,1826,accepted
27918,1856,1826,accepted
27919,1856,1826,accepted
27920,1856,1826,accepted
27921,1856,1826,accepted
27922,1856,1826,accepted
27923,1856,1826,accepted
27924,1856,1826,accepted
27925,1856,1835,accepted
27926,1856,1835,accepted
27927,1856,1835,accepted
27928,1856,1835,accepted
27929,1856,1835,accepted
27930,1856,1835,accepted
27931,1856,1835,accepted
27932,1856,1826,accepted
27933,1856,1835,accepted
27934,1856,1835,accepted
27935,1856,1835,accepted
27936,1856,1835,accepted
27937,1856,1835,accepted
27938,1856,1835,accepted
27939,1856,1835,accepted
27940,1856,1835,accepted
27941,1856,1826,accepted
27942,1856,1835,accepted
27943,1856,1835,accepted
27944,1856,1835,accepted
27945,1856,1835,accepted
27946,1856,1835,accepted
27947,1856,1830,accepted
27948,1856,1835,accepted
27949,1856,1835,accepted
27950,1856,1835,accepted
27951,1856,1830,accepted
27952,1856,1835,accepted
27953,1856,1835,accepted
27954,1856,1835,accepted
27955,1856,1835,accepted
27956,1856,1835,accepted
27957,1856,1835,accepted
27958,1856,1835,accepted
27959,1856,1834,accepted
27960,1856,1835,accepted
27961,1856,1835,accepted
27962,1856,1835,accepted
27963,1856,1837,accepted
27964,1856,1841,accepted
27965,1856,1841,accepted
27966,1856,1834,accepted
27967,1856,1842,accepted
27968,1856,1837,accepted
27969,1856,1841,accepted
27970,1856,1832,accepted
27971,1856,1841,accepted
27972,1856,1825,accepted
27973,1856,1826,accepted
27974,1856,1826,accepted
27975,1856,1826,accepted
27976,1856,1830,accepted
27977,1856,1830,accepted
27978,1856,1826,accepted
27979,1856,1830,accepted
27980,1856,1830,accepted
27981,1856,1826,accepted
27982,1856,1832,accepted
27983,1856,1834,accepted
27984,1856,1832,accepted
27985,1856,1830,accepted
27986,1856,1830,accepted
27987,1856,1826,accepted
27988,1856,1826,accepted
27989,1856,1826,accepted
27990,1856,1826,accepted
27991,1856,1826,accepted
27992,1856,1826,accepted
27993,1856,1826,accepted
27994,1856,1830,accepted
27995,1856,1826,accepted
27996,1856,1827,accepted
27997,1856,1826,accepted
27998,1856,1837,accepted
27999,1856,1837,accepted
28000,1856,1837,accepted
28001,1856,1837,accepted
28002,1856,1837,accepted
28003,1856,1834,accepted
28004,1856,1837,accepted
28005,1856,1837,accepted
28006,1856,1835,accepted
28007,1856,1835,accepted
28008,1856,1839,accepted
28009,1856,1837,accepted
28010,1856,1837,accepted
28011,1856,1837,accepted
28012,1856,1837,accepted
28013,1856,1837,accepted
28014,1856,1837,accepted
28015,1856,1836,accepted
28016,1856,1837,accepted
28017,1856,1837,accepted
28018,1856,1837,accepted
28019,1856,1837,accepted
28020,1856,1842,accepted
28021,1856,1832,accepted
28022,1856,1835,accepted
28023,1856,1837,accepted
28024,1856,1826,accepted
28025,1856,1832,accepted
28026,1856,1832,accepted
28027,1856,1842,accepted
28028,1856,1826,accepted
28029,1856,1826,accepted
28030,1856,1826,accepted
28031,1856,1826,accepted
28032,1856,1826,accepted
28033,1856,1826,accepted
28034,1856,1826,accepted
28035,1856,1826,accepted
28036,1856,1826,accepted
28037,1856,1826,accepted
28038,1856,1826,accepted
28039,1856,1826,accepted
28040,1856,1826,accepted
28041,1856,1826,accepted
28042,1856,1826,accepted
28043,1856,1826,accepted
28044,1856,1826,accepted
28045,1856,1826,accepted
28046,1856,1826,accepted
28047,1856,1830,accepted
28048,1856,1826,accepted
28049,1856,1826,accepted
28050,1856,1826,accepted
28051,1856,1826,accepted
28052,1856,1826,accepted
28053,1856,1830,accepted
28054,1856,1830,accepted
28055,1856,1830,accepted
28056,1856,1830,accepted
28057,1856,1830,accepted
28058,1856,1830,accepted
28059,1856,1830,accepted
28060,1856,1830,accepted
28061,1856,1830,accepted
28062,1856,1830,accepted
28063,1856,1830,accepted
28064,1856,1830,accepted
28065,1856,1830,accepted
28066,1856,1830,accepted
28067,1856,1830,accepted
28068,1856,1830,accepted
28069,1856,1830,accepted
28070,1856,1830,accepted
28071,1856,1830,accepted
28072,1856,1830,accepted
28073,1856,1830,accepted
28074,1856,1830,accepted
28075,1856,1830,accepted
28076,1856,1830,accepted
28077,1856,1830,accepted
28078,1856,1826,accepted
28079,1856,1830,accepted
28080,1856,1830,accepted
28081,1856,1830,accepted
28082,1856,1830,accepted
28083,1856,1830,accepted
28084,1856,1830,accepted
28085,1856,1830,accepted
28086,1856,1830,accepted
28087,1856,1830,accepted
28088,1856,1830,accepted
28089,1856,1830,accepted
28090,1856,1826,accepted
28091,1856,1826,accepted
28092,1856,1826,accepted
28093,1856,1826,accepted
28094,1856,1835,accepted
28095,1856,1834,accepted
28096,1856,1834,accepted
28097,1856,1834,accepted
28098,1856,1834,accepted
28099,1856,1834,accepted
28100,1856,1834,accepted
28101,1856,1834,accepted
28102,1856,1834,accepted
28103,1856,1834,accepted
28104,1856,1834,accepted
28105,1856,1834,accepted
28106,1856,1834,accepted
28107,1856,1834,accepted
28108,1856,1834,accepted
28109,1856,1834,accepted
28110,1856,1834,accepted
28111,1856,1834,accepted
28112,1856,1834,accepted
28113,1856,1834,accepted
28114,1856,1834,accepted
28115,1856,1834,accepted
28116,1856,1834,accepted
28117,1856,1834,accepted
28118,1856,1834,accepted
28119,1856,1834,accepted
28120,1856,1834,accepted
28121,1856,1834,accepted
28122,1856,1834,accepted
28123,1856,1834,accepted
28124,1856,1834,accepted
28125,1856,1834,accepted
28126,1856,1834,accepted
28127,1856,1834,accepted
28128,1856,1834,accepted
28129,1856,1834,accepted
28130,1856,1834,accepted
28131,1856,1834,accepted
28132,1856,1834,accepted
28133,1856,1834,accepted
28134,1856,1834,accepted
28135,1856,1834,accepted
28136,1856,1834,accepted
28137,1856,1836,accepted
28138,1856,1836,accepted
28139,1856,1836,accepted
28140,1856,1836,accepted
28141,1856,1834,accepted
28142,1856,1834,accepted
28143,1856,1834,accepted
28144,1856,1834,accepted
28145,1856,1834,accepted
28146,1856,1834,accepted
28147,1856,1834,accepted
28148,1856,1834,accepted
28149,1856,1834,accepted
28150,1856,1834,accepted
28151,1856,1834,accepted
28152,1856,1834,accepted
28153,1856,1834,accepted
28154,1856,1834,accepted
28155,1856,1834,accepted
28156,1856,1834,accepted
28157,1856,1834,accepted
28158,1856,1834,accepted
28159,1856,1834,accepted
28160,1856,1834,accepted
28161,1856,1834,accepted
28162,1856,1834,accepted
28163,1856,1834,accepted
28164,1856,1834,accepted
28165,1856,1834,accepted
28166,1856,1834,accepted
28167,1856,1834,accepted
28168,1856,1834,accepted
28169,1856,1834,accepted
28170,1856,1834,accepted
28171,1856,1834,accepted
28172,1856,1834,accepted
28173,1856,1834,accepted
28174,1856,1834,accepted
28175,1856,1834,accepted
28176,1856,1834,accepted
28177,1856,1834,accepted
28178,1856,1834,accepted
28179,1856,1834,accepted
28180,1856,1834,accepted
28181,1856,1834,accepted
28182,1856,1834,accepted
28183,1856,1834,accepted
28184,1856,1834,accepted
28185,1856,1834,accepted
28186,1856,1834,accepted
28187,1856,1834,accepted
28188,1856,1834,accepted
28189,1856,1834,accepted
28190,1856,1834,accepted
28191,1856,1834,accepted
28192,1856,1834,accepted
28193,1856,1834,accepted
28194,1856,1834,accepted
28195,1856,1834,accepted
28196,1856,1834,accepted
28197,1856,1834,accepted
28198,1856,1834,accepted
28199,1856,1834,accepted
28200,1856,1834,accepted
28201,1856,1834,accepted
28202,1856,1834,accepted
28203,1856,1834,accepted
28204,1856,1834,accepted
28205,1856,1834,accepted
28206,1856,1834,accepted
28207,1856,1841,accepted
28208,1856,1841,accepted
28209,1856,1841,accepted
28210,1856,1841,accepted
28211,1856,1841,accepted
28212,1856,1841,accepted
28213,1856,1841,accepted
28214,1856,1841,accepted
28215,1856,1841,accepted
28216,1856,1834,accepted
28217,1856,1834,accepted
28218,1856,1834,accepted
28219,1856,1834,accepted
28220,1856,1834,accepted
28221,1856,1834,accepted
28222,1856,1834,accepted
28223,1856,1834,accepted
28224,1856,1834,accepted
28225,1856,1834,accepted
28226,1856,1834,accepted
28227,1856,1834,accepted
28228,1856,1834,accepted
28229,1856,1834,accepted
28230,1856,1834,accepted
28231,1856,1834,accepted
28232,1856,1834,accepted
28233,1856,1834,accepted
28234,1856,1834,accepted
28235,1856,1834,accepted
28236,1856,1834,accepted
28237,1856,1834,accepted
28238,1856,1834,accepted
28239,1856,1834,accepted
28240,1856,1834,accepted
28241,1856,1834,accepted
28242,1856,1834,accepted
28243,1856,1834,accepted
28244,1856,1834,accepted
28245,1856,1834,accepted
28246,1856,1834,accepted
28247,1856,1834,accepted
28248,1856,1834,accepted
28249,1856,1834,accepted
28250,1856,1834,accepted
28251,1856,1834,accepted
28252,1856,1834,accepted
28253,1856,1834,accepted
28254,1856,1834,accepted
28255,1856,1834,accepted
28256,1856,1834,accepted
28257,1856,1834,accepted
28258,1856,1834,accepted
28259,1856,1834,accepted
28260,1856,1834,accepted
28261,1856,1834,accepted
28262,1856,1834,accepted
28263,1856,1834,accepted
28264,1856,1834,accepted
28265,1856,1834,accepted
28266,1856,1834,accepted
28267,1856,1834,accepted
28268,1856,1834,accepted
28269,1856,1834,accepted
28270,1856,1834,accepted
28271,1856,1834,accepted
28272,1856,1834,accepted
28273,1856,1834,accepted
28274,1856,1834,accepted
28275,1856,1834,accepted
28276,1856,1834,accepted
28277,1856,1834,accepted
28278,1856,1834,accepted
28279,1856,1834,accepted
28280,1856,1834,accepted
28281,1856,1834,accepted
28282,1856,1834,accepted
28283,1856,1834,accepted
28284,1856,1834,accepted
28285,1856,1834,accepted
28286,1856,1834,accepted
28287,1856,1834,accepted
28288,1856,1834,accepted
28289,1856,1834,accepted
28290,1856,1834,accepted
28291,1856,1834,accepted
28292,1856,1834,accepted
28293,1856,1834,accepted
28294,1856,1834,accepted
28295,1856,1834,accepted
28296,1856,1834,accepted
28297,1856,1834,accepted
28298,1856,1834,accepted
28299,1856,1834,accepted
28300,1856,1834,accepted
28301,1856,1834,accepted
28302,1856,1834,accepted
28303,1856,1834,accepted
28304,1856,1834,accepted
28305,1856,1834,accepted
28306,1856,1834,accepted
28307,1856,1834,accepted
28308,1856,1834,accepted
28309,1856,1834,accepted
28310,1856,1834,accepted
28311,1856,1834,accepted
28312,1856,1834,accepted
28313,1856,1834,accepted
28314,1856,1834,accepted
28315,1856,1834,accepted
28316,1856,1834,accepted
28317,1856,1834,accepted
28318,1856,1834,accepted
28319,1856,1834,accepted
28320,1856,1834,accepted
28321,1856,1834,accepted
28322,1856,1834,accepted
28323,1856,1834,accepted
28324,1856,1834,accepted
28325,1856,1834,accepted
28326,1856,1834,accepted
28327,1856,1834,accepted
28328,1856,1834,accepted
28329,1856,1834,accepted
28330,1856,1834,accepted
28331,1856,1834,accepted
28332,1856,1834,accepted
28333,1856,1834,accepted
28334,1856,1834,accepted
28335,1856,1834,accepted
28336,1856,1834,accepted
28337,1856,1834,accepted
28338,1856,1834,accepted
28339,1856,1834,accepted
28340,1856,1834,accepted
28341,1856,1834,accepted
28342,1856,1834,accepted
28343,1856,1834,accepted
28344,1856,1834,accepted
28345,1856,1834,accepted
28346,1856,1834,accepted
28347,1856,1834,accepted
28348,1856,1834,accepted
28349,1856,1834,accepted
28350,1856,1834,accepted
28351,1856,1834,accepted
28352,1856,1834,accepted
28353,1856,1834,accepted
28354,1856,1834,accepted
28355,1856,1834,accepted
28356,1856,1834,accepted
28357,1856,1834,accepted
28358,1856,1834,accepted
28359,1856,1834,accepted
28360,1856,1834,accepted
28361,1856,1834,accepted
28362,1856,1834,accepted
28363,1856,1834,accepted
28364,1856,1834,accepted
28365,1856,1834,accepted
28366,1856,1834,accepted
28367,1856,1834,accepted
28368,1856,1834,accepted
28369,1856,1834,accepted
28370,1856,1834,accepted
28371,1856,1834,accepted
28372,1856,1834,accepted
28373,1856,1834,accepted
28374,1856,1834,accepted
28375,1856,1834,accepted
28376,1856,1834,accepted
28377,1856,1834,accepted
28378,1856,1834,accepted
28379,1856,1834,accepted
28380,1856,1834,accepted
28381,1856,1834,accepted
28382,1856,1834,accepted
28383,1856,1834,accepted
28384,1856,1834,accepted
28385,1856,1834,accepted
28386,1856,1834,accepted
28387,1856,1834,accepted
28388,1856,1834,accepted
28389,1856,1834,accepted
28390,1856,1834,accepted
28391,1856,1834,accepted
28392,1856,1834,accepted
28393,1856,1834,accepted
28394,1856,1834,accepted
28395,1856,1834,accepted
28396,1856,1834,accepted
28397,1856,1834,accepted
28398,1856,1834,accepted
28399,1856,1834,accepted
28400,1856,1834,accepted
28401,1856,1834,accepted
28402,1856,1839,accepted
28403,1856,1839,accepted
28404,1856,1839,accepted
28405,1856,1839,accepted
28406,1856,1839,accepted
28407,1856,1839,accepted
28408,1856,1839,accepted
28409,1856,1839,accepted
28410,1856,1839,accepted
28411,1856,1839,accepted
28412,1856,1839,accepted
28413,1856,1839,accepted
28414,1856,1839,accepted
28415,1856,1839,accepted
28416,1856,1839,accepted
28417,1856,1839,accepted
28418,1856,1839,accepted
28419,1856,1839,accepted
28420,1856,1839,accepted
28421,1856,1839,accepted
28422,1856,1839,accepted
28423,1856,1839,accepted
28424,1856,1839,accepted
28425,1856,1839,accepted
28426,1856,1839,accepted
28427,1856,1839,accepted
28428,1856,1839,accepted
28429,1856,1839,accepted
28430,1856,1839,accepted
28431,1856,1839,accepted
28432,1856,1839,accepted
28433,1856,1839,accepted
28434,1856,1839,accepted
28435,1856,1839,accepted
28436,1856,1839,accepted
28437,1856,1839,accepted
28438,1856,1839,accepted
28439,1856,1839,accepted
28440,1856,1839,accepted
28441,1856,1839,accepted
28442,1856,1839,accepted
28443,1856,1839,accepted
28444,1856,1839,accepted
28445,1856,1839,accepted
28446,1856,1839,accepted
28447,1856,1839,accepted
28448,1856,1839,accepted
28449,1856,1839,accepted
28450,1856,1839,accepted
28451,1856,1839,accepted
28452,1856,1839,accepted
28453,1856,1839,accepted
28454,1856,1839,accepted
28455,1856,1839,accepted
28456,1856,1839,accepted
28457,1856,1839,accepted
28458,1856,1839,accepted
28459,1856,1839,accepted
28460,1856,1839,accepted
28461,1856,1839,accepted
28462,1856,1839,accepted
28463,1856,1839,accepted
28464,1856,1839,accepted
28465,1856,1839,accepted
28466,1856,1839,accepted
28467,1856,1839,accepted
28468,1856,1839,accepted
28469,1856,1839,accepted
28470,1856,1839,accepted
28471,1856,1839,accepted
28472,1856,1839,accepted
28473,1856,1839,accepted
28474,1856,1839,accepted
28475,1856,1839,accepted
28476,1856,1839,accepted
28477,1856,1839,accepted
28478,1856,1839,accepted
28479,1856,1839,accepted
28480,1856,1839,accepted
28481,1856,1839,accepted
28482,1856,1839,accepted
28483,1856,1839,accepted
28484,1856,1839,accepted
28485,1856,1839,accepted
28486,1856,1839,accepted
28487,1856,1839,accepted
28488,1856,1839,accepted
28489,1856,1839,accepted
28490,1856,1839,accepted
28491,1856,1839,accepted
28492,1856,1839,accepted
28493,1856,1839,accepted
28494,1856,1839,accepted
28495,1856,1839,accepted
28496,1856,1839,accepted
28497,1856,1839,accepted
28498,1856,1839,accepted
28499,1856,1839,accepted
28500,1856,1839,accepted
28501,1856,1839,accepted
28502,1856,1839,accepted
28503,1856,1839,accepted
28504,1856,1839,accepted
28505,1856,1839,accepted
28506,1856,1839,accepted
28507,1856,1839,accepted
28508,1856,1839,accepted
28509,1856,1839,accepted
28510,1856,1839,accepted
28511,1856,1839,accepted
28512,1856,1839,accepted
28513,1856,1839,accepted
28514,1856,1839,accepted
28515,1856,1839,accepted
28516,1856,1839,accepted
28517,1856,1839,accepted
28518,1856,1839,accepted
28519,1856,1839,accepted
28520,1856,1839,accepted
28521,1856,1839,accepted
28522,1856,1839,accepted
28523,1856,1839,accepted
28524,1856,1839,accepted
28525,1856,1839,accepted
28526,1856,1839,accepted
28527,1856,1839,accepted
28528,1856,1839,accepted
28529,1856,1839,accepted
28530,1856,1839,accepted
28531,1856,1839,accepted
28532,1856,1839,accepted
28533,1856,1839,accepted
28534,1856,1839,accepted
28535,1856,1839,accepted
28536,1856,1839,accepted
28537,1856,1839,accepted
28538,1856,1839,accepted
28539,1856,1839,accepted
28540,1856,1839,accepted
28541,1856,1839,accepted
28542,1856,1839,accepted
28543,1856,1839,accepted
28544,1856,1839,accepted
28545,1856,1839,accepted
28546,1856,1839,accepted
28547,1856,1839,accepted
28548,1856,1839,accepted
28549,1856,1839,accepted
28550,1856,1839,accepted
28551,1856,1839,accepted
28552,1856,1839,accepted
28553,1856,1839,accepted
28554,1856,1839,accepted
28555,1856,1839,accepted
28556,1856,1839,accepted
28557,1856,1839,accepted
28558,1856,1839,accepted
28559,1856,1839,accepted
28560,1856,1839,accepted
28561,1856,1839,accepted
28562,1856,1839,accepted
28563,1856,1839,accepted
28564,1856,1839,accepted
28565,1856,1839,accepted
28566,1856,1839,accepted
28567,1856,1839,accepted
28568,1856,1839,accepted
28569,1856,1839,accepted
28570,1856,1839,accepted
28571,1856,1839,accepted
28572,1856,1839,accepted
28573,1856,1839,accepted
28574,1856,1839,accepted
28575,1856,1839,accepted
28576,1856,1839,accepted
28577,1856,1839,accepted
28578,1856,1839,accepted
28579,1856,1839,accepted
28580,1856,1839,accepted
28581,1856,1839,accepted
28582,1856,1839,accepted
28583,1856,1839,accepted
28584,1856,1839,accepted
28585,1856,1839,accepted
28586,1856,1839,accepted
28587,1856,1839,accepted
28588,1856,1839,accepted
28589,1856,1839,accepted
28590,1856,1839,accepted
28591,1856,1839,accepted
28592,1856,1839,accepted
28593,1856,1839,accepted
28594,1856,1839,accepted
28595,1856,1839,accepted
28596,1856,1839,accepted
28597,1856,1839,accepted
28598,1856,1839,accepted
28599,1856,1839,accepted
28600,1856,1839,accepted
28601,1856,1839,accepted
28602,1856,1839,accepted
28603,1856,1839,accepted
28604,1856,1839,accepted
28605,1856,1839,accepted
28606,1856,1839,accepted
28607,1856,1839,accepted
28608,1856,1839,accepted
28609,1856,1839,accepted
28610,1856,1839,accepted
28611,1856,1839,accepted
28612,1856,1839,accepted
28613,1856,1839,accepted
28614,1856,1839,accepted
28615,1856,1839,accepted
28616,1856,1839,accepted
28617,1856,1839,accepted
28618,1856,1839,accepted
28619,1856,1839,accepted
28620,1856,1839,accepted
28621,1856,1839,accepted
28622,1856,1839,accepted
28623,1856,1839,accepted
28624,1856,1839,accepted
28625,1856,1839,accepted
28626,1856,1839,accepted
28627,1856,1839,accepted
28628,1856,1839,accepted
28629,1856,1839,accepted
28630,1856,1839,accepted
28631,1856,1839,accepted
28632,1856,1839,accepted
28633,1856,1839,accepted
28634,1856,1839,accepted
28635,1856,1839,accepted
28636,1856,1839,accepted
28637,1856,1839,accepted
28638,1856,1839,accepted
28639,1856,1839,accepted
28640,1856,1839,accepted
28641,1856,1839,accepted
28642,1856,1839,accepted
28643,1856,1839,accepted
28644,1856,1839,accepted
28645,1856,1839,accepted
28646,1856,1839,accepted
28647,1856,1839,accepted
28648,1856,1839,accepted
28649,1856,1839,accepted
28650,1856,1839,accepted
28651,1856,1839,accepted
28652,1856,1839,accepted
28653,1856,1839,accepted
28654,1856,1839,accepted
28655,1856,1839,accepted
28656,1856,1839,accepted
28657,1856,1839,accepted
28658,1856,1839,accepted
28659,1856,1839,accepted
28660,1856,1839,accepted
28661,1856,1839,accepted
28662,1856,1839,accepted
28663,1856,1839,accepted
28664,1856,1839,accepted
28665,1856,1839,accepted
28666,1856,1839,accepted
28667,1856,1839,accepted
28668,1856,1839,accepted
28669,1856,1839,accepted
28670,1856,1839,accepted
28671,1856,1839,accepted
28672,1856,1839,accepted
28673,1856,1839,accepted
28674,1856,1839,accepted
28675,1856,1839,accepted
28676,1856,1839,accepted
28677,1856,1839,accepted
28678,1856,1839,accepted
28679,1856,1839,accepted
28680,1856,1839,accepted
28681,1856,1839,accepted
28682,1856,1839,accepted
28683,1856,1839,accepted
28684,1856,1839,accepted
28685,1856,1839,accepted
28686,1856,1839,accepted
28687,1856,1839,accepted
28688,1856,1839,accepted
28689,1856,1839,accepted
28690,1856,1839,accepted
28691,1856,1839,accepted
28692,1856,1839,accepted
28693,1856,1839,accepted
28694,1856,1839,accepted
28695,1856,1839,accepted
28696,1856,1839,accepted
28697,1856,1839,accepted
28698,1856,1839,accepted
28699,1856,1839,accepted
28700,1856,1839,accepted
28701,1856,1839,accepted
28702,1856,1839,accepted
28703,1856,1839,accepted
28704,1856,1839,accepted
28705,1856,1839,accepted
28706,1856,1839,accepted
28707,1856,1839,accepted
28708,1856,1839,accepted
28709,1856,1839,accepted
28710,1856,1839,accepted
28711,1856,1839,accepted
28712,1856,1839,accepted
28713,1856,1839,accepted
28714,1856,1839,accepted
28715,1856,1839,accepted
28716,1856,1839,accepted
28717,1856,1839,accepted
28718,1856,1839,accepted
28719,1856,1839,accepted
28720,1856,1839,accepted
28721,1856,1839,accepted
28722,1856,1839,accepted
28723,1856,1839,accepted
28724,1856,1839,accepted
28725,1856,1839,accepted
28726,1856,1839,accepted
28727,1856,1839,accepted
28728,1856,1839,accepted
28729,1856,1839,accepted
28730,1856,1839,accepted
28731,1856,1839,accepted
28732,1856,1839,accepted
28733,1856,1839,accepted
28734,1856,1839,accepted
28735,1856,1839,accepted
28736,1856,1839,accepted
28737,1856,1839,accepted
28738,1856,1839,accepted
28739,1856,1839,accepted
28740,1856,1839,accepted
28741,1856,1839,accepted
28742,1856,1839,accepted
28743,1856,1839,accepted
28744,1856,1839,accepted
28745,1856,1839,accepted
28746,1856,1839,accepted
28747,1856,1839,accepted
28748,1856,1839,accepted
