,acquisitionYear,year,acquisition
20442,1856,1824,accepted
20443,1856,1824,accepted
20444,1856,1824,accepted
20445,1856,1824,accepted
20446,1856,1824,accepted
20447,1856,1824,accepted
20448,1856,1824,accepted
20449,1856,1824,accepted
20450,1856,1824,accepted
20451,1856,1824,accepted
20452,1856,1824,accepted
20453,1856,1824,accepted
20454,1856,1824,accepted
20455,1856,1824,accepted
20456,1856,1824,accepted
20457,1856,1824,accepted
20458,1856,1824,accepted
20459,1856,1824,accepted
20460,1856,1824,accepted
20461,1856,1824,accepted
20462,1856,1824,accepted
20463,1856,1824,accepted
20464,1856,1824,accepted
20465,1856,1824,accepted
20466,1856,1824,accepted
20467,1856,1824,accepted
20468,1856,1824,accepted
20469,1856,1824,accepted
20470,1856,1824,accepted
20471,1856,1824,accepted
20472,1856,1824,accepted
20473,1856,1824,accepted
20474,1856,1824,accepted
20475,1856,1824,accepted
20476,1856,1824,accepted
20477,1856,1824,accepted
20478,1856,1824,accepted
20479,1856,1824,accepted
20480,1856,1824,accepted
20481,1856,1824,accepted
20482,1856,1824,accepted
20483,1856,1824,accepted
20484,1856,1824,accepted
20485,1856,1824,accepted
20486,1856,1824,accepted
20487,1856,1824,accepted
20488,1856,1824,accepted
20489,1856,1824,accepted
20490,1856,1824,accepted
20491,1856,1826,accepted
20492,1856,1824,accepted
20493,1856,1824,accepted
20494,1856,1824,accepted
20495,1856,1824,accepted
20496,1856,1824,accepted
20497,1856,1824,accepted
20498,1856,1824,accepted
20499,1856,1824,accepted
20500,1856,1824,accepted
20501,1856,1824,accepted
20502,1856,1824,accepted
20503,1856,1824,accepted
20504,1856,1824,accepted
20505,1856,1824,accepted
20506,1856,1824,accepted
20507,1856,1824,accepted
20508,1856,1824,accepted
20509,1856,1824,accepted
20510,1856,1824,accepted
20511,1856,1824,accepted
20512,1856,1824,accepted
20513,1856,1824,accepted
20514,1856,1824,accepted
20515,1856,1824,accepted
20516,1856,1824,accepted
20517,1856,1824,accepted
20518,1856,1824,accepted
20519,1856,1824,accepted
20520,1856,1824,accepted
20521,1856,1824,accepted
20522,1856,1824,accepted
20523,1856,1824,accepted
20524,1856,1824,accepted
20525,1856,1824,accepted
20526,1856,1824,accepted
20527,1856,1824,accepted
20528,1856,1824,accepted
20529,1856,1824,accepted
20530,1856,1824,accepted
20531,1856,1824,accepted
20532,1856,1824,accepted
20533,1856,1824,accepted
20534,1856,1824,accepted
20535,1856,1824,accepted
20536,1856,1824,accepted
20537,1856,1824,accepted
20538,1856,1824,accepted
20539,1856,1824,accepted
20540,1856,1824,accepted
20541,1856,1824,accepted
20542,1856,1824,accepted
20543,1856,1824,accepted
20544,1856,1824,accepted
20545,1856,1824,accepted
20546,1856,1824,accepted
20547,1856,1824,accepted
20548,1856,1824,accepted
20549,1856,1824,accepted
20550,1856,1824,accepted
20551,1856,1824,accepted
20552,1856,1824,accepted
20553,1856,1824,accepted
20554,1856,1824,accepted
20555,1856,1824,accepted
20556,1856,1824,accepted
20557,1856,1824,accepted
20558,1856,1824,accepted
20559,1856,1824,accepted
20560,1856,1824,accepted
20561,1856,1824,accepted
20562,1856,1824,accepted
20563,1856,1824,accepted
20564,1856,1824,accepted
20565,1856,1824,accepted
20566,1856,1824,accepted
20567,1856,1824,accepted
20568,1856,1824,accepted
20569,1856,1824,accepted
20570,1856,1824,accepted
20571,1856,1824,accepted
20572,1856,1824,accepted
20573,1856,1824,accepted
20574,1856,1824,accepted
20575,1856,1824,accepted
20576,1856,1824,accepted
20577,1856,1824,accepted
20578,1856,1824,accepted
20579,1856,1824,accepted
20580,1856,1824,accepted
20581,1856,1824,accepted
20582,1856,1824,accepted
20583,1856,1824,accepted
20584,1856,1824,accepted
20585,1856,1824,accepted
20586,1856,1824,accepted
20587,1856,1824,accepted
20588,1856,1824,accepted
20589,1856,1824,accepted
20590,1856,1824,accepted
20591,1856,1824,accepted
20592,1856,1824,accepted
20593,1856,1824,accepted
20594,1856,1824,accepted
20595,1856,1824,accepted
20596,1856,1824,accepted
20597,1856,1824,accepted
20598,1856,1824,accepted
20599,1856,1824,accepted
20600,1856,1824,accepted
20601,1856,1824,accepted
20602,1856,1824,accepted
20603,1856,1824,accepted
20604,1856,1824,accepted
20605,1856,1824,accepted
20606,1856,1824,accepted
20607,1856,1824,accepted
20608,1856,1824,accepted
20609,1856,1824,accepted
20610,1856,1824,accepted
20611,1856,1824,accepted
20612,1856,1824,accepted
20613,1856,1824,accepted
20614,1856,1824,accepted
20615,1856,1824,accepted
20616,1856,1824,accepted
20617,1856,1824,accepted
20618,1856,1824,accepted
20619,1856,1824,accepted
20620,1856,1824,accepted
20621,1856,1824,accepted
20622,1856,1824,accepted
20623,1856,1824,accepted
20624,1856,1824,accepted
20625,1856,1824,accepted
20626,1856,1824,accepted
20627,1856,1824,accepted
20628,1856,1824,accepted
20629,1856,1824,accepted
20630,1856,1824,accepted
20631,1856,1826,accepted
20632,1856,1826,accepted
20633,1856,1826,accepted
20634,1856,1826,accepted
20635,1856,1826,accepted
20636,1856,1826,accepted
20637,1856,1826,accepted
20638,1856,1826,accepted
20639,1856,1826,accepted
20640,1856,1826,accepted
20641,1856,1826,accepted
20642,1856,1826,accepted
20643,1856,1826,accepted
20644,1856,1839,accepted
20645,1856,1839,accepted
20646,1856,1839,accepted
20647,1856,1839,accepted
20648,1856,1826,accepted
20649,1856,1826,accepted
20650,1856,1839,accepted
20651,1856,1839,accepted
20652,1856,1839,accepted
20653,1856,1839,accepted
20654,1856,1839,accepted
20655,1856,1826,accepted
20656,1856,1837,accepted
20657,1856,1839,accepted
20658,1856,1839,accepted
20659,1856,1832,accepted
20660,1856,1826,accepted
20661,1856,1839,accepted
20662,1856,1839,accepted
20663,1856,1839,accepted
20664,1856,1839,accepted
20665,1856,1826,accepted
20666,1856,1826,accepted
20667,1856,1835,accepted
20668,1856,1839,accepted
20669,1856,1839,accepted
20670,1856,1839,accepted
20671,1856,1839,accepted
20672,1856,1839,accepted
20673,1856,1839,accepted
20674,1856,1826,accepted
20675,1856,1835,accepted
20676,1856,1835,accepted
20677,1856,1839,accepted
20678,1856,1839,accepted
20679,1856,1826,accepted
20680,1856,1826,accepted
20681,1856,1826,accepted
20682,1856,1826,accepted
20683,1856,1839,accepted
20684,1856,1826,accepted
20685,1856,1839,accepted
20686,1856,1839,accepted
20687,1856,1839,accepted
20688,1856,1839,accepted
20689,1856,1833,accepted
20690,1856,1839,accepted
20691,1856,1839,accepted
20692,1856,1839,accepted
20693,1856,1839,accepted
20694,1856,1839,accepted
20695,1856,1839,accepted
20696,1856,1839,accepted
20697,1856,1839,accepted
20698,1856,1826,accepted
20699,1856,1839,accepted
20700,1856,1826,accepted
20701,1856,1839,accepted
20702,1856,1826,accepted
20703,1856,1826,accepted
20704,1856,1839,accepted
20705,1856,1826,accepted
20706,1856,1826,accepted
20707,1856,1839,accepted
20708,1856,1839,accepted
20709,1856,1839,accepted
20710,1856,1839,accepted
20711,1856,1826,accepted
20712,1856,1839,accepted
20713,1856,1839,accepted
20714,1856,1826,accepted
20715,1856,1826,accepted
20716,1856,1826,accepted
20717,1856,1826,accepted
20718,1856,1826,accepted
20719,1856,1826,accepted
20720,1856,1826,accepted
20721,1856,1826,accepted
20722,1856,1826,accepted
20723,1856,1826,accepted
20724,1856,1826,accepted
20725,1856,1826,accepted
20726,1856,1826,accepted
20727,1856,1826,accepted
20728,1856,1826,accepted
20729,1856,1826,accepted
20730,1856,1835,accepted
20731,1856,1826,accepted
20732,1856,1826,accepted
20733,1856,1826,accepted
20734,1856,1826,accepted
20735,1856,1826,accepted
20736,1856,1826,accepted
20737,1856,1826,accepted
20738,1856,1826,accepted
20739,1856,1826,accepted
20740,1856,1826,accepted
20741,1856,1826,accepted
20742,1856,1826,accepted
20743,1856,1826,accepted
20744,1856,1826,accepted
20745,1856,1826,accepted
20746,1856,1826,accepted
20747,1856,1826,accepted
20748,1856,1826,accepted
20749,1856,1826,accepted
20750,1856,1826,accepted
20751,1856,1826,accepted
20752,1856,1826,accepted
20753,1856,1826,accepted
20754,1856,1826,accepted
20755,1856,1826,accepted
20756,1856,1826,accepted
20757,1856,1826,accepted
20758,1856,1826,accepted
20759,1856,1826,accepted
20760,1856,1826,accepted
20761,1856,1826,accepted
20762,1856,1826,accepted
20763,1856,1826,accepted
20764,1856,1826,accepted
20765,1856,1826,accepted
20766,1856,1826,accepted
20767,1856,1826,accepted
20768,1856,1826,accepted
20769,1856,1826,accepted
20770,1856,1826,accepted
20771,1856,1826,accepted
20772,1856,1826,accepted
20773,1856,1826,accepted
20774,1856,1826,accepted
20775,1856,1826,accepted
20776,1856,1826,accepted
20777,1856,1826,accepted
20778,1856,1826,accepted
20779,1856,1826,accepted
20780,1856,1826,accepted
20781,1856,1826,accepted
20782,1856,1826,accepted
20783,1856,1826,accepted
20784,1856,1826,accepted
20785,1856,1826,accepted
20786,1856,1826,accepted
20787,1856,1826,accepted
20788,1856,1826,accepted
20789,1856,1826,accepted
20790,1856,1826,accepted
20791,1856,1826,accepted
20792,1856,1826,accepted
20793,1856,1826,accepted
20794,1856,1826,accepted
20795,1856,1826,accepted
20796,1856,1826,accepted
20797,1856,1826,accepted
20798,1856,1826,accepted
20799,1856,1826,accepted
20800,1856,1826,accepted
20801,1856,1826,accepted
20802,1856,1826,accepted
20803,1856,1826,accepted
20804,1856,1826,accepted
20805,1856,1826,accepted
20806,1856,1826,accepted
20807,1856,1826,accepted
20808,1856,1826,accepted
20809,1856,1826,accepted
20810,1856,1826,accepted
20811,1856,1826,accepted
20812,1856,1826,accepted
20813,1856,1826,accepted
20814,1856,1826,accepted
20815,1856,1826,accepted
20816,1856,1826,accepted
20817,1856,1826,accepted
20818,1856,1826,accepted
20819,1856,1826,accepted
20820,1856,1826,accepted
20821,1856,1826,accepted
20822,1856,1826,accepted
20823,1856,1826,accepted
20824,1856,1826,accepted
20825,1856,1826,accepted
20826,1856,1826,accepted
20827,1856,1826,accepted
20828,1856,1826,accepted
20829,1856,1826,accepted
20830,1856,1826,accepted
20831,1856,1826,accepted
20832,1856,1826,accepted
20833,1856,1826,accepted
20834,1856,1826,accepted
20835,1856,1826,accepted
20836,1856,1826,accepted
20837,1856,1826,accepted
20838,1856,1826,accepted
20839,1856,1826,accepted
20840,1856,1826,accepted
20841,1856,1826,accepted
20842,1856,1826,accepted
20843,1856,1826,accepted
20844,1856,1826,accepted
20845,1856,1826,accepted
20846,1856,1826,accepted
20847,1856,1826,accepted
20848,1856,1826,accepted
20849,1856,1826,accepted
20850,1856,1826,accepted
20851,1856,1826,accepted
20852,1856,1826,accepted
20853,1856,1826,accepted
20854,1856,1826,accepted
20855,1856,1826,accepted
20856,1856,1826,accepted
20857,1856,1826,accepted
20858,1856,1826,accepted
20859,1856,1826,accepted
20860,1856,1826,accepted
20861,1856,1826,accepted
20862,1856,1826,accepted
20863,1856,1826,accepted
20864,1856,1826,accepted
20865,1856,1826,accepted
20866,1856,1826,accepted
20867,1856,1826,accepted
20868,1856,1826,accepted
20869,1856,1826,accepted
20870,1856,1826,accepted
20871,1856,1826,accepted
20872,1856,1826,accepted
20873,1856,1826,accepted
20874,1856,1826,accepted
20875,1856,1826,accepted
20876,1856,1826,accepted
20877,1856,1826,accepted
20878,1856,1826,accepted
20879,1856,1826,accepted
20880,1856,1826,accepted
20881,1856,1826,accepted
20882,1856,1826,accepted
20883,1856,1826,accepted
20884,1856,1826,accepted
20885,1856,1826,accepted
20886,1856,1826,accepted
20887,1856,1826,accepted
20888,1856,1826,accepted
20889,1856,1826,accepted
20890,1856,1826,accepted
20891,1856,1826,accepted
20892,1856,1826,accepted
20893,1856,1826,accepted
20894,1856,1826,accepted
20895,1856,1826,accepted
20896,1856,1826,accepted
20897,1856,1826,accepted
20898,1856,1826,accepted
20899,1856,1826,accepted
20900,1856,1826,accepted
20901,1856,1826,accepted
20902,1856,1826,accepted
20903,1856,1826,accepted
20904,1856,1826,accepted
20905,1856,1826,accepted
20906,1856,1826,accepted
20907,1856,1826,accepted
20908,1856,1826,accepted
20909,1856,1826,accepted
20910,1856,1826,accepted
20911,1856,1826,accepted
20912,1856,1826,accepted
20913,1856,1826,accepted
20914,1856,1826,accepted
20915,1856,1826,accepted
20916,1856,1826,accepted
20917,1856,1826,accepted
20918,1856,1826,accepted
20919,1856,1826,accepted
20920,1856,1826,accepted
20921,1856,1826,accepted
20922,1856,1826,accepted
20923,1856,1826,accepted
20924,1856,1826,accepted
20925,1856,1826,accepted
20926,1856,1826,accepted
20927,1856,1826,accepted
20928,1856,1826,accepted
20929,1856,1826,accepted
20930,1856,1826,accepted
20931,1856,1826,accepted
20932,1856,1826,accepted
20933,1856,1826,accepted
20934,1856,1826,accepted
20935,1856,1826,accepted
20936,1856,1826,accepted
20937,1856,1826,accepted
20938,1856,1826,accepted
20939,1856,1826,accepted
20940,1856,1826,accepted
20941,1856,1826,accepted
20942,1856,1826,accepted
20943,1856,1826,accepted
20944,1856,1826,accepted
20945,1856,1826,accepted
20946,1856,1826,accepted
20947,1856,1826,accepted
20948,1856,1826,accepted
20949,1856,1826,accepted
20950,1856,1826,accepted
20951,1856,1826,accepted
20952,1856,1826,accepted
20953,1856,1826,accepted
20954,1856,1826,accepted
20955,1856,1826,accepted
20956,1856,1826,accepted
20957,1856,1826,accepted
20958,1856,1826,accepted
20959,1856,1826,accepted
20960,1856,1826,accepted
20961,1856,1826,accepted
20962,1856,1826,accepted
20963,1856,1826,accepted
20964,1856,1826,accepted
20965,1856,1826,accepted
20966,1856,1827,accepted
20967,1856,1827,accepted
20968,1856,1827,accepted
20969,1856,1827,accepted
20970,1856,1827,accepted
20971,1856,1827,accepted
20972,1856,1827,accepted
20973,1856,1827,accepted
20974,1856,1827,accepted
20975,1856,1827,accepted
20976,1856,1827,accepted
20977,1856,1827,accepted
20978,1856,1827,accepted
20979,1856,1827,accepted
20980,1856,1827,accepted
20981,1856,1827,accepted
20982,1856,1827,accepted
20983,1856,1827,accepted
20984,1856,1827,accepted
20985,1856,1827,accepted
20986,1856,1827,accepted
20987,1856,1827,accepted
20988,1856,1827,accepted
20989,1856,1827,accepted
20990,1856,1827,accepted
20991,1856,1827,accepted
20992,1856,1827,accepted
20993,1856,1827,accepted
20994,1856,1827,accepted
20995,1856,1827,accepted
20996,1856,1827,accepted
20997,1856,1827,accepted
20998,1856,1827,accepted
20999,1856,1827,accepted
21000,1856,1827,accepted
21001,1856,1827,accepted
21002,1856,1827,accepted
21003,1856,1827,accepted
21004,1856,1827,accepted
21005,1856,1827,accepted
21006,1856,1827,accepted
21007,1856,1827,accepted
21008,1856,1827,accepted
21009,1856,1827,accepted
21010,1856,1827,accepted
21011,1856,1827,accepted
21012,1856,1827,accepted
21013,1856,1827,accepted
21014,1856,1827,accepted
21015,1856,1827,accepted
21016,1856,1827,accepted
21017,1856,1827,accepted
21018,1856,1827,accepted
21019,1856,1827,accepted
21020,1856,1827,accepted
21021,1856,1827,accepted
21022,1856,1827,accepted
21023,1856,1827,accepted
21024,1856,1827,accepted
21025,1856,1827,accepted
21026,1856,1827,accepted
21027,1856,1827,accepted
21028,1856,1827,accepted
21029,1856,1827,accepted
21030,1856,1827,accepted
21031,1856,1827,accepted
21032,1856,1827,accepted
21033,1856,1827,accepted
21034,1856,1827,accepted
21035,1856,1827,accepted
21036,1856,1827,accepted
21037,1856,1827,accepted
21038,1856,1827,accepted
21039,1856,1827,accepted
21040,1856,1827,accepted
21041,1856,1827,accepted
21042,1856,1827,accepted
21043,1856,1827,accepted
21044,1856,1827,accepted
21045,1856,1827,accepted
21046,1856,1827,accepted
21047,1856,1827,accepted
21048,1856,1827,accepted
21049,1856,1827,accepted
21050,1856,1827,accepted
21051,1856,1827,accepted
21052,1856,1827,accepted
21053,1856,1827,accepted
21054,1856,1827,accepted
21055,1856,1827,accepted
21056,1856,1827,accepted
21057,1856,1827,accepted
21058,1856,1827,accepted
21059,1856,1827,accepted
21060,1856,1827,accepted
21061,1856,1827,accepted
21062,1856,1827,accepted
21063,1856,1827,accepted
21064,1856,1827,accepted
21065,1856,1827,accepted
21066,1856,1827,accepted
21067,1856,1827,accepted
21068,1856,1827,accepted
21069,1856,1827,accepted
21070,1856,1827,accepted
21071,1856,1827,accepted
21072,1856,1827,accepted
21073,1856,1827,accepted
21074,1856,1827,accepted
21075,1856,1827,accepted
21076,1856,1827,accepted
21077,1856,1827,accepted
21078,1856,1827,accepted
21079,1856,1827,accepted
21080,1856,1827,accepted
21081,1856,1827,accepted
21082,1856,1827,accepted
21083,1856,1827,accepted
21084,1856,1827,accepted
21085,1856,1827,accepted
21086,1856,1827,accepted
21087,1856,1827,accepted
21088,1856,1827,accepted
21089,1856,1827,accepted
21090,1856,1827,accepted
21091,1856,1827,accepted
21092,1856,1827,accepted
21093,1856,1827,accepted
21094,1856,1827,accepted
21095,1856,1827,accepted
21096,1856,1827,accepted
21097,1856,1827,accepted
21098,1856,1827,accepted
21099,1856,1827,accepted
21100,1856,1827,accepted
21101,1856,1827,accepted
21102,1856,1827,accepted
21103,1856,1827,accepted
21104,1856,1827,accepted
21105,1856,1827,accepted
21106,1856,1827,accepted
21107,1856,1827,accepted
21108,1856,1827,accepted
21109,1856,1827,accepted
21110,1856,1827,accepted
21111,1856,1827,accepted
21112,1856,1827,accepted
21113,1856,1827,accepted
21114,1856,1827,accepted
21115,1856,1827,accepted
21116,1856,1827,accepted
21117,1856,1827,accepted
21118,1856,1827,accepted
21119,1856,1827,accepted
21120,1856,1827,accepted
21121,1856,1827,accepted
21122,1856,1827,accepted
21123,1856,1827,accepted
21124,1856,1827,accepted
21125,1856,1827,accepted
21126,1856,1827,accepted
21127,1856,1827,accepted
21128,1856,1827,accepted
21129,1856,1827,accepted
21130,1856,1827,accepted
21131,1856,1827,accepted
21132,1856,1827,accepted
21133,1856,1827,accepted
21134,1856,1827,accepted
21135,1856,1827,accepted
21136,1856,1827,accepted
21137,1856,1827,accepted
21138,1856,1827,accepted
21139,1856,1827,accepted
21140,1856,1827,accepted
21141,1856,1827,accepted
21142,1856,1827,accepted
21143,1856,1827,accepted
21144,1856,1827,accepted
21145,1856,1827,accepted
21146,1856,1827,accepted
21147,1856,1827,accepted
21148,1856,1827,accepted
21149,1856,1827,accepted
21150,1856,1827,accepted
21151,1856,1827,accepted
21152,1856,1827,accepted
21153,1856,1827,accepted
21154,1856,1827,accepted
21155,1856,1827,accepted
21156,1856,1827,accepted
21157,1856,1827,accepted
21158,1856,1827,accepted
21159,1856,1827,accepted
21160,1856,1827,accepted
21161,1856,1827,accepted
21162,1856,1827,accepted
21163,1856,1827,accepted
21164,1856,1827,accepted
21165,1856,1827,accepted
21166,1856,1827,accepted
21167,1856,1827,accepted
21168,1856,1827,accepted
21169,1856,1827,accepted
21170,1856,1827,accepted
21171,1856,1827,accepted
21172,1856,1827,accepted
21173,1856,1827,accepted
21174,1856,1827,accepted
21175,1856,1827,accepted
21176,1856,1827,accepted
21177,1856,1827,accepted
21178,1856,1827,accepted
21179,1856,1827,accepted
21180,1856,1827,accepted
21181,1856,1827,accepted
21182,1856,1827,accepted
21183,1856,1827,accepted
21184,1856,1827,accepted
21185,1856,1827,accepted
21186,1856,1827,accepted
21187,1856,1827,accepted
21188,1856,1827,accepted
21189,1856,1827,accepted
21190,1856,1827,accepted
21191,1856,1827,accepted
21192,1856,1827,accepted
21193,1856,1827,accepted
21194,1856,1827,accepted
21195,1856,1827,accepted
21196,1856,1827,accepted
21197,1856,1827,accepted
21198,1856,1827,accepted
21199,1856,1827,accepted
21200,1856,1827,accepted
21201,1856,1827,accepted
21202,1856,1827,accepted
21203,1856,1827,accepted
21204,1856,1827,accepted
21205,1856,1827,accepted
21206,1856,1827,accepted
21207,1856,1827,accepted
21208,1856,1827,accepted
21209,1856,1827,accepted
21210,1856,1827,accepted
21211,1856,1827,accepted
21212,1856,1827,accepted
21213,1856,1827,accepted
21214,1856,1827,accepted
21215,1856,1827,accepted
21216,1856,1827,accepted
21217,1856,1827,accepted
21218,1856,1827,accepted
21219,1856,1827,accepted
21220,1856,1827,accepted
21221,1856,1827,accepted
21222,1856,1827,accepted
21223,1856,1827,accepted
21224,1856,1827,accepted
21225,1856,1827,accepted
21226,1856,1827,accepted
21227,1856,1827,accepted
21228,1856,1827,accepted
21229,1856,1827,accepted
21230,1856,1827,accepted
21231,1856,1827,accepted
21232,1856,1827,accepted
21233,1856,1827,accepted
21234,1856,1827,accepted
21235,1856,1827,accepted
21236,1856,1827,accepted
21237,1856,1827,accepted
21238,1856,1827,accepted
21239,1856,1827,accepted
21240,1856,1827,accepted
21241,1856,1827,accepted
21242,1856,1827,accepted
21243,1856,1827,accepted
21244,1856,1827,accepted
21245,1856,1827,accepted
21246,1856,1827,accepted
21247,1856,1827,accepted
21248,1856,1827,accepted
21249,1856,1827,accepted
21250,1856,1827,accepted
21251,1856,1827,accepted
21252,1856,1827,accepted
21253,1856,1827,accepted
21254,1856,1827,accepted
21255,1856,1827,accepted
21256,1856,1827,accepted
21257,1856,1827,accepted
21258,1856,1827,accepted
21259,1856,1827,accepted
21260,1856,1827,accepted
21261,1856,1827,accepted
21262,1856,1827,accepted
21263,1856,1827,accepted
21264,1856,1827,accepted
21265,1856,1827,accepted
21266,1856,1827,accepted
21267,1856,1827,accepted
21268,1856,1827,accepted
21269,1856,1827,accepted
21270,1856,1827,accepted
21271,1856,1827,accepted
21272,1856,1827,accepted
21273,1856,1827,accepted
21274,1856,1827,accepted
21275,1856,1827,accepted
21276,1856,1827,accepted
21277,1856,1827,accepted
21278,1856,1827,accepted
21279,1856,1827,accepted
21280,1856,1827,accepted
21281,1856,1827,accepted
21282,1856,1827,accepted
21283,1856,1827,accepted
21284,1856,1827,accepted
21285,1856,1827,accepted
21286,1856,1827,accepted
21287,1856,1827,accepted
21288,1856,1827,accepted
21289,1856,1827,accepted
21290,1856,1827,accepted
21291,1856,1827,accepted
21292,1856,1827,accepted
21293,1856,1827,accepted
21294,1856,1827,accepted
21295,1856,1827,accepted
21296,1856,1827,accepted
21297,1856,1827,accepted
21298,1856,1827,accepted
21299,1856,1827,accepted
21300,1856,1827,accepted
21301,1856,1827,accepted
21302,1856,1827,accepted
21303,1856,1827,accepted
21304,1856,1827,accepted
21305,1856,1828,accepted
21306,1856,1828,accepted
21307,1856,1828,accepted
21308,1856,1828,accepted
21309,1856,1828,accepted
21310,1856,1828,accepted
21311,1856,1828,accepted
21312,1856,1828,accepted
21313,1856,1828,accepted
21314,1856,1828,accepted
21315,1856,1828,accepted
21316,1856,1828,accepted
21317,1856,1828,accepted
21318,1856,1828,accepted
21319,1856,1828,accepted
21320,1856,1828,accepted
21321,1856,1828,accepted
21322,1856,1828,accepted
21323,1856,1828,accepted
21324,1856,1828,accepted
21325,1856,1828,accepted
21326,1856,1828,accepted
21327,1856,1828,accepted
21328,1856,1828,accepted
21329,1856,1828,accepted
21330,1856,1828,accepted
21331,1856,1828,accepted
21332,1856,1828,accepted
21333,1856,1828,accepted
21334,1856,1828,accepted
21335,1856,1828,accepted
21336,1856,1828,accepted
21337,1856,1828,accepted
21338,1856,1828,accepted
21339,1856,1828,accepted
21340,1856,1828,accepted
21341,1856,1828,accepted
21342,1856,1828,accepted
21343,1856,1828,accepted
21344,1856,1828,accepted
21345,1856,1828,accepted
21346,1856,1828,accepted
21347,1856,1828,accepted
21348,1856,1828,accepted
21349,1856,1828,accepted
21350,1856,1828,accepted
21351,1856,1828,accepted
21352,1856,1828,accepted
21353,1856,1828,accepted
21354,1856,1828,accepted
21355,1856,1828,accepted
21356,1856,1828,accepted
21357,1856,1828,accepted
21358,1856,1828,accepted
21359,1856,1828,accepted
21360,1856,1828,accepted
21361,1856,1828,accepted
21362,1856,1828,accepted
21363,1856,1828,accepted
21364,1856,1828,accepted
21365,1856,1828,accepted
21366,1856,1828,accepted
21367,1856,1828,accepted
21368,1856,1828,accepted
21369,1856,1828,accepted
21370,1856,1828,accepted
21371,1856,1828,accepted
21372,1856,1828,accepted
21373,1856,1828,accepted
21374,1856,1828,accepted
21375,1856,1828,accepted
21376,1856,1828,accepted
21377,1856,1828,accepted
21378,1856,1828,accepted
21379,1856,1828,accepted
21380,1856,1828,accepted
21381,1856,1828,accepted
21382,1856,1828,accepted
21383,1856,1828,accepted
21384,1856,1828,accepted
21385,1856,1828,accepted
21386,1856,1828,accepted
21387,1856,1828,accepted
21388,1856,1828,accepted
21389,1856,1828,accepted
21390,1856,1828,accepted
21391,1856,1828,accepted
21392,1856,1828,accepted
21393,1856,1828,accepted
21394,1856,1828,accepted
21395,1856,1828,accepted
21396,1856,1828,accepted
21397,1856,1828,accepted
21398,1856,1828,accepted
21399,1856,1828,accepted
21400,1856,1828,accepted
21401,1856,1828,accepted
21402,1856,1828,accepted
21403,1856,1828,accepted
21404,1856,1828,accepted
21405,1856,1828,accepted
21406,1856,1828,accepted
21407,1856,1828,accepted
21408,1856,1828,accepted
21409,1856,1828,accepted
21410,1856,1828,accepted
21411,1856,1828,accepted
21412,1856,1828,accepted
21413,1856,1828,accepted
21414,1856,1828,accepted
21415,1856,1828,accepted
21416,1856,1828,accepted
21417,1856,1828,accepted
21418,1856,1828,accepted
21419,1856,1828,accepted
21420,1856,1828,accepted
21421,1856,1828,accepted
21422,1856,1828,accepted
21423,1856,1828,accepted
21424,1856,1828,accepted
21425,1856,1828,accepted
21426,1856,1828,accepted
21427,1856,1828,accepted
21428,1856,1828,accepted
21429,1856,1828,accepted
21430,1856,1828,accepted
21431,1856,1828,accepted
21432,1856,1828,accepted
21433,1856,1828,accepted
21434,1856,1828,accepted
21435,1856,1828,accepted
21436,1856,1828,accepted
21437,1856,1828,accepted
21438,1856,1828,accepted
21439,1856,1828,accepted
21440,1856,1828,accepted
21441,1856,1828,accepted
21442,1856,1828,accepted
21443,1856,1828,accepted
21444,1856,1828,accepted
21445,1856,1828,accepted
21446,1856,1828,accepted
21447,1856,1828,accepted
21448,1856,1828,accepted
21449,1856,1828,accepted
21450,1856,1828,accepted
21451,1856,1828,accepted
21452,1856,1828,accepted
21453,1856,1828,accepted
21454,1856,1828,accepted
21455,1856,1828,accepted
21456,1856,1828,accepted
21457,1856,1828,accepted
21458,1856,1828,accepted
21459,1856,1828,accepted
21460,1856,1828,accepted
21461,1856,1828,accepted
21462,1856,1828,accepted
21463,1856,1828,accepted
21464,1856,1828,accepted
21465,1856,1828,accepted
21466,1856,1828,accepted
21467,1856,1828,accepted
21468,1856,1828,accepted
21469,1856,1828,accepted
21470,1856,1828,accepted
21471,1856,1828,accepted
21472,1856,1828,accepted
21473,1856,1828,accepted
21474,1856,1828,accepted
21475,1856,1828,accepted
21476,1856,1828,accepted
21477,1856,1828,accepted
21478,1856,1828,accepted
21479,1856,1828,accepted
21480,1856,1828,accepted
21481,1856,1828,accepted
21482,1856,1828,accepted
21483,1856,1828,accepted
21484,1856,1828,accepted
21485,1856,1828,accepted
21486,1856,1828,accepted
21487,1856,1828,accepted
21488,1856,1828,accepted
21489,1856,1828,accepted
21490,1856,1828,accepted
21491,1856,1828,accepted
21492,1856,1828,accepted
21493,1856,1828,accepted
21494,1856,1828,accepted
21495,1856,1828,accepted
21496,1856,1828,accepted
21497,1856,1828,accepted
21498,1856,1828,accepted
21499,1856,1828,accepted
21500,1856,1828,accepted
21501,1856,1828,accepted
21502,1856,1828,accepted
21503,1856,1828,accepted
21504,1856,1828,accepted
21505,1856,1828,accepted
21506,1856,1828,accepted
21507,1856,1828,accepted
21508,1856,1828,accepted
21509,1856,1828,accepted
21510,1856,1828,accepted
21511,1856,1828,accepted
21512,1856,1828,accepted
21513,1856,1828,accepted
21514,1856,1828,accepted
21515,1856,1828,accepted
21516,1856,1828,accepted
